|-------+------------------+--------+---------|
|  rank | name             | solved | recent  |
|  359  | JeffG            | 110    | 3481    |
|  518  | RichardCheng     | 87     | 3520    |
|  324  | wavellite        | 117    | 3546    |
|  91   | MATLABMATH       | 210    | 3566    |
|  90   | idiot94          | 210    | 3570    |
|  307  | qdzcslj          | 120    | 3576    |
|  317  | qwertybilly      | 119    | 3576    |
|  398  | lidaobing        | 104    | 3580    |
|  512  | jinjing          | 88     | 3604    |
|  463  | sailuo           | 96     | 3614    |
|  499  | SunMoon          | 89     | 3785    |
|  261  | helium           | 131    | 3975    |
|-------+------------------+--------+---------|
